Padmawati Devi,Politician,1/1/1918,India
Bharati Fulmali,Cricketer,11/10/1994,India
Chandrani Murmu,Politician,6/16/1993,India
Yashoda Murmu,Writer,7/24/1964,India
Aishwarya Raj Bhakuni,Actor,9/4/1995,India
Atasi Barua,Painter,9/4/1921,India
Sumithra Kamaraj,Association Football Player,7/5/1994,India
Eva Asao,Actor,1940-00-00,India
Abhija Sivakala,Actor,,India
Shanaya Kapoor,,11/3/1999,India
Chinta Anuradha,Politician,,India
Daksha Pattani,Writer,11/4/1938,India
Ameira Punvani,Costume Designer,,India
Niti Bhan,Businessperson,,India
Debasree Chaudhuri,Politician,1/31/1971,India
Manjula Swain,Politician,,India
Suman Rao,Beauty Pageant Contestant,11/23/1998,India
Poorvi Jain,Actor,11/4/1996,India
Anita Ghai,Academic,10/23/1958,India
സജിനി,Film Actor,,India
Akshara Singh,Actor,8/30/1993,India
Khushi Shah,Actor,11/19/1983,India
Ravina,Actor,,India
Anupama Jaiswal,Politician,1/1/1967,India
Netha Hussain,Physician,6/11/1990,India
Baby Annie,Actor,3/31/2001,India
Ammu Abhirami,Actor,3/16/2000,India
Masroor Jahan,Writer,7/8/1938,India
Saroj Sonkar,Politician,,India
T. S. Sathyavathi,Musicologist,6/30/1954,India
Ashem Roja Devi,Association Football Player,1/1/2000,India
Pranita Talukdar,Academic,1/1/1935,India
Chinki Yadav,Sport Shooter,11/26/1997,India
Anshu Malik,Amateur Wrestler,8/5/2001,India
Ruma Devi Kumawat,Fashion Designer,1/1/1989,India
Sunita Bhuyan,Violinist,5/23/1970,India
Gulshan Ewing,Journalist,1928-00-00,India
Parmita Reang,Singer,,India
Pamela Chatterjee,Writer,,India
Sailakshmi Balijepally,Pediatrician,,India
Pragya Prasun,Activist,1983-00-00,India
Shanta Dutta,Microbiologist,,India
Saurabh Suman,Researcher,,India
P.K. Thressia,Engineer,3/12/1924,India
Poornitha,Actor,11/23/1990,India
Kamala Sohonie,Biochemist,9/14/1912,India
Pinki Pramanik,Athletics Competitor,4/10/1986,India
Nalini Venkatasubramanian,Computer Scientist,,India
Raima Sen,Actor,11/7/1979,India
Esha Deol,Actor,11/2/1981,India
Indira Sant,Poet,1/4/1914,India
Malika Amar Sheikh,Author,2/16/1957,India
Karthika Adaikalam,Actor,1/1/1991,India
Mary Prema Pierick,Ama De Casa,5/13/1953,Germany
Rujuta Diwekar,Nutritionist,,India
Rashid Jahan,Writer,1/1/1905,India
Devadarshini,Actor,1/1/1977,India
Maria Mies,Sociologist,1/1/1931,Germany
Padmasree Warrior,Engineer,1961-00-00,India
Manisha Koirala,Actor,8/16/1970,Nepal
Tabu,Model,11/4/1971,India
Bipasha Basu,Actor,1/7/1979,India
Sushmita Sen,Actor,11/19/1975,India
Kareena Kapoor,Film Actor,9/21/1980,India
Nargis,Film Actor,6/1/1929,British India
Kiran Desai,Novelist,9/3/1971,India
Arundhati Roy,Novelist,11/24/1961,India
Mythili,Actor,3/24/1988,India
Parvathy,Actor,4/7/1969,India
Shruti Sadolikar,Singer,1/1/1951,India
Perizaad Zorabian,Actor,10/23/1973,India
Rushmi Chakravarthi,Tennis Player,10/9/1977,India
Ruby Myers,Film Actor,1/1/1907,British India
Minissha Lamba,Actor,1/18/1985,India
Koel Mullick,Actor,4/28/1982,India
Padma Lakshmi,Actor,9/1/1970,United States Of America
Gayatri Devi,Politician,5/23/1919,India
Phoolan Devi,Politician,8/10/1963,India
Karisma Kapoor,Actor,6/25/1974,India
Vyjayanthimala,Film Actor,8/13/1936,India
Anju Bobby George,Athletics Competitor,4/19/1977,India
Shweta Tiwari,Actor,10/4/1980,India
Anushka Sharma,Film Actor,5/1/1988,India
Mamata Banerjee,Politician,1/5/1955,India
Ruth Manorama,Activist,5/30/1952,India
Gita Dey,Actor,8/5/1931,India
Chetana Das,Actor,11/4/1954,India
S. Varalakshmi,Actor,8/13/1925,India
Bhanu Athaiya,Costume Designer,4/28/1929,India
Priyanka Vadra,Businessperson,1/12/1972,India
Dipika Pallikal,Squash Player,9/21/1991,India
Preetha Vijayakumar,Actor,1/10/1983,India
Rimi Sen,Actor,9/21/1981,India
Sonam Kapoor,Film Actor,6/9/1985,India
Surekha Sikri,Film Actor,4/19/1945,India
Fathima Nazneen,Badminton Player,10/21/1982,India
Gauri Viswanathan,Literary Scholar,11/5/1950,India
Shamili,Actor,7/10/1987,India
Kanwal Thakur Singh,Badminton Player,11/2/1954,India
Chekrovolu Swuro,Archer,11/21/1982,India
Amrita Pritam,Politician,8/31/1919,British India
Krishna Bharadwaj,Economist,8/21/1935,India
Margaritha Valappila,,1/1/2000,India
Urmila Singh,Politician,8/6/1946,India
Annupamaa,Singer,9/2/1967,India
Sumithra,Actor,11/24/1953,India
Rimi Tomy,Singer,9/22/1983,India
Avika Gor,Actor,6/30/1997,India
Renu Saluja,Film Editor,7/5/1952,India
Prafulla Dahanukar,Painter,1/1/1934,India
Homai Vyarawalla,Photographer,12/9/1913,India
Seema Biswas,Actor,1/14/1965,India
Thenmozhi Rajaratnam,,1974-00-00,India
Ankita Sharma,Actor,2/7/1987,India
Chitra Banerjee Divakaruni,Novelist,1/1/1956,United States Of America
Namitha,Actor,5/10/1982,India
Kaajal Oza Vaidya,Journalist,9/29/1966,India
Alisha Chinai,Playback Singer,3/18/1965,India
Trisha Krishnan,Actor,5/4/1983,India
Anjali Jay,Actor,8/9/1975,India
Santha Rama Rau,Writer,1/24/1923,India
Durga Jasraj,Singer,9/12/1971,India
Nalini Jaywant,Film Actor,2/18/1926,India
Ajit Cour,Author,11/16/1934,India
Mayookha Johny,Athletics Competitor,4/9/1988,India
Uma Bharti,Politician,5/3/1959,India
Krishna Poonia,Athletics Competitor,5/5/1982,India
Manjeet Kaur,Athletics Competitor,4/2/1982,India
Bhumika Chawla,Actor,8/21/1978,India
Suchitra Mitra,Actor,9/19/1924,India
Debashree Roy,Actor,8/8/1961,India
Mehnaz Begum,Singer,1950-00-00,India
Viveka Babajee,Actor,5/23/1973,India
Soma Biswas,Athletics Competitor,5/16/1978,India
Roja,Actor,11/17/1972,India
Shobhana Bhartia,Journalist,1/1/1957,India
Archita Sahu,Model,6/29/1990,India
Bhanumathi Ramakrishna,Actor,9/7/1925,India
Sudha Singh,Athletics Competitor,6/25/1986,India
Deeksha Seth,Actor,2/14/1990,India
Sanghavi,Actor,10/4/1975,India
Thamarai,Author,11/10/1965,India
Sravanthi Naidu,Cricketer,8/23/1986,India
Shantha Rangaswamy,Cricketer,1/1/1954,India
Diana Edulji,Cricketer,1/26/1956,India
Thirush Kamini,Cricketer,6/30/1990,India
Simran,Actor,4/4/1976,India
Gouher Sultana,Cricketer,3/31/1988,India
Amita Sharma,Cricketer,9/12/1982,India
Sunitha Krishnan,Academic,1/1/1972,India
Renuka Menon,Actor,1/1/1983,India
Harini,Actor,4/30/1979,India
Pooja Umashankar,Model,6/25/1981,India
Janaki Ramachandran,Politician,11/30/1923,India
Padmapriya Janakiraman,Actor,2/28/1980,India
Siddheshwari Devi,Singer,1/1/1907,India
Samyuktha Varma,Actor,11/26/1982,India
Meenakshi Seshadri,Actor,11/16/1963,India
Ashwini Nachappa,Actor,10/21/1967,India
Prema Karanth,Film Director,8/15/1936,India
Nafisa Ali,Actor,1/8/1957,India
Pooja Batra,Actor,10/27/1976,United States Of America
Pooja Bedi,Actor,5/11/1970,India
Savitri Khanolkar,Designer,7/20/1913,Switzerland
Asra Nomani,Journalist,1/1/1965,India
Parveen Sultana,Singer,7/10/1950,India
Ekta Kapoor,Television Producer,6/7/1975,India
Sushma Seth,Film Actor,6/20/1936,India
T. G. Kamala Devi,Actor,12/29/1930,India
Kitu Gidwani,Actor,10/22/1957,India
Subhadra Kumari Chauhan,Author,8/16/1904,India
Yogeeta Bali,Actor,12/29/1952,India
Natasha Suri,Model,5/15/1984,India
Ayesha Kapur,Actor,9/13/1994,India
Durga Bhagwat,Author,2/10/1910,India
Uma Narayan,Writer,4/16/1958,India
Princess Purnika Of Nepal,Princess,12/12/2000,India
Vimal Mundada,Politician,8/15/1963,India
A. Krishnaveni,Politician,,India
Aamna Sharif,Actor,7/16/1982,India
Aashka Goradia,Model,11/27/1985,India
Abir Abrar,Actor,1/1/1985,India
Adhuna Akhtar,Hairdresser,3/30/1971,India
Aditi Singh Sharma,Singer,1/7/1985,India
Aditi Sharma,Actor,8/24/1984,India
Akanksha Singh,Basketball Player,9/7/1989,India
Akhila Srinivasan,Businessperson,,India
Akkarai Subbalakshmi,Singer,,India
Alka Ajith,Singer,1/1/1997,India
Alka Tomar,Amateur Wrestler,12/1/1983,India
Akshita Kapoor,Actor,,India
Akanksha Sahai,Martial Artist,10/28/1988,India
Alka Lamba,Politician,9/21/1975,India
Amala Shankar,Dancer,6/27/1919,India
Anamika Choudhari,Singer,1/1/1995,India
Anaita Shroff Adajania,Wardrobe Stylist,2/25/1972,India
Anaitha Nair,Actor,7/19/1984,India
Angela Malik,Chef,12/3/1971,United Kingdom
Ananya Roy,Landscape Architect,1/22/1970,India
Anju Ghosh,Actor,1956-00-00,India
Ankita Das,Table Tennis Player,7/17/1993,India
Anuja Iyer,Actor,,India
Anuraadha Tewari,Film Director,8/11/1971,India
Anupam Sud,Printmaker,1/1/1944,India
Anupama Niranjana,Writer,1/1/1934,India
Anu Aggarwal,Actor,1/11/1969,India
Anuja Thakur,Snooker Player,1/1/1983,India
Anuradha Menon,Actor,,India
Arati Vaidya,Cricketer,7/2/1970,India
Archana Gupta,Actor,5/28/1979,India
Arpita Pal,Actor,1/1/1974,India
Arundhati Mukherjee,Actor,1/1/1923,India
Asha Rawat,Cricketer,2/16/1982,India
Asha Negi,Actor,8/23/1989,India
Banda Karthika Reddy,Politician,8/17/1977,India
Beena Kannan,Fashion Designer,7/17/1960,India
Beena Antony,Actor,1/19/1972,India
Bani Basu,Writer,3/11/1939,India
Barsha Priyadarshini,Actor,8/7/1984,India
Begum Para,Actor,12/25/1926,India
Benaf Dadachandji,Actor,8/17/1987,India
Bina Sarkar Ellias,Journalist,1901-00-00,India
Botsa Jhansi Lakshmi,Politician,4/11/1964,India
Bhuvana Natarajan,Author,1/1/1942,India
Kamna Jethmalani,Actor,12/10/1985,India
Brinda,Choreographer,,India
Meghna Reddy,Actor,10/24/1975,India
Bula Choudhury,Politician,1/1/1970,India
Champa Devi,Politician,,India
Chitrangada Singh,Actor,8/30/1976,India
Christine Philip,Fashion Designer,,India
Chunibala Devi,Actor,1875-00-00,British India
Darshana Jardosh,Politician,1/21/1961,India
Darshana Jhaveri,Choreographer,1/1/1940,India
Dayamani Barla,Journalist,,India
Deeba,Actor,8/1/1947,India
Deevani,Singer,1975-00-00,Dominican Republic
Deepti Naval,Actor,2/3/1957,India
Dharmendar Kanwar,Writer,,India
Dhvani Desai,Film Director,11/11/1968,India
Dina Pathak,Actor,3/4/1922,India
Diandra Soares,Model,8/13/1979,India
Dipannita Sharma,Actor,11/2/1976,India
Dolon Roy,Actor,2/22/1970,India
Dolly Guleria,Singer,4/14/1949,India
Ekta Chowdhry,Beauty Pageant Contestant,3/31/1986,India
Divyadarshini,Actor,2/17/1984,India
Dolly Ahluwalia,Actor,,India
Ranina Reddy,Singer,,India
E. S. Bijimol,Politician,1/13/1972,India
Eva Ahuja,Actor,7/16/1980,India
Farah Naqvi,Social Worker,,India
Eunice De Souza,Writer,1/1/1940,India
Fahmida Riaz,Poet,7/28/1946,India
Gayatri Kachru,Actor,12/7/1981,India
Gayatri Iyer,Actor,1/1/1985,India
Githa Hariharan,Journalist,1/1/1954,India
Gogi Saroj Pal,Painter,1/1/1945,India
Heera Rajagopal,Actor,12/29/1971,India
Haimanti Sukla,Singer,2/2/1949,India
Harshika Poonacha,Actor,5/1/1990,India
Sudha Sundararaman,Politician,1/1/1958,India
Indraja,Model,10/17/1977,India
Indrani Haldar,Actor,1/6/1971,India
Nina Wadia,Actor,12/18/1968,India
Jamila Gavin,Writer,8/9/1941,India
Jaspinder Narula,Singer,1/1/1970,India
Jauna Murmu,Athletics Competitor,8/16/1990,India
Jayanthi,Actor,1/6/1945,India
Jessica Tinney,Model,4/2/1984,India
Jayanthi Kumaresh,Musician,,India
Jennifer Mistry Bansiwal,Actor,11/27/1978,India
Jessie Paul,Computer Scientist,,India
Jomol,Actor,10/4/1982,India
June Banerjee,Singer,2000-00-00,India
Jyoti Dhurve,Politician,6/2/1966,India
K. R. Gowri Amma,Politician,6/21/1919,India
Kalaranjini,Actor,1962-00-00,India
K. Thavamani Devi,Actor,1925-00-00,India
Kalpana Pandit,Actor,1967-01-00,India
Kalpana Ramesh Narhire,Politician,10/25/1969,India
Kamalika Banerjee,Actor,1978-07-00,India
Kamaljeet Sandhu,Athletics Competitor,1/1/1948,India
Kanchana,Actor,8/16/1939,India
Kamlabai Gokhale,Actor,1/1/1900,India
Kamini Kaushal,Film Actor,1/16/1927,British India
Karishma Tanna,Model,12/21/1984,India
Karu Jain,Cricketer,9/9/1985,India
Kavita Singh,Art Historian,11/5/1964,India
Kavita Roy,Cricketer,4/10/1980,India
Kavitha Maloth,Politician,1/1/1980,India
Kausalya,Actor,12/30/1979,India
Khadija Mumtaz,Writer,1/1/1955,India
Killi Krupa Rani,Politician,11/19/1965,India
Krishna Das,Archer,5/23/1959,India
Kranti Trivedi,Author,9/28/1930,India
Nithya Menen,Actor,4/8/1987,India
Kunnakudi Subbalakshmi,Singer,4/2/1931,India
Kurchi Dasgupta,Author,1/1/1974,India
Kusum Nair,Author,1/1/1919,India
Kumari Kamala,Actor,6/16/1934,India
Latha,Actor,6/7/1953,India
V. S. Ramadevi,Author,1/15/1934,India
Lavanya Tripathi,Model,12/15/1990,India
M. K. Kamalam,Actor,1923-00-00,India
Maia Sethna,Actor,,India
Mahii Vij,Model,4/1/1980,India
Mahzarin Banaji,Psychologist,1/1/1956,India
Malabika Kanan,Singer,12/27/1930,India
Manda Sudharani,Singer,,India
Manjari Chaturvedi,Dancer,12/9/1974,India
Manju Singh,Actor,1/1/1948,India
Manjusha Kulkarni-Patil,Singer,1/1/1971,India
Meera Mehta,Textile Designer,1/1/1950,India
Minoti Desai,Cricketer,3/15/1968,India
Mihika Verma,Actor,1/3/1986,India
Monica Das,Author,1/1/1949,India
Mubarak Begum,Playback Singer,1/1/1935,India
Mukta Barve,Actor,5/17/1979,India
Nabila Jamshed,Writer,1/4/1988,India
Muskaan Mehani,Actor,6/26/1982,India
Nabaneeta Dev Sen,Author,1/13/1938,India
Nalini,Actor,3/22/1964,India
Nanditha,Singer,2/28/1978,India
Nandini Muthuswamy,Violinist,,India
Nandini Nimbkar,Scientist,,India
Nasreen Munni Kabir,Film Director,1/1/1950,India
Natasha Rastogi,Film Director,5/14/1962,India
Navleen Kumar,Activist,1/1/1940,India
Neema Aacharya,Politician,12/12/1947,India
Neena Cheema,Actor,,India
Neena Kulkarni,Actor,8/15/1955,India
Nileena Abraham,Linguist,7/27/1925,India
Nisha Noor,Actor,9/18/1962,India
Neha Rajpal,Actor,6/23/1978,India
Neha Dubey,Actor,,India
Nishigandha Wad,Actor,10/11/1969,India
Nisha Aggarwal,Actor,4/27/1989,India
Nutan Thakur,Journalist,1/1/1973,India
O. P. Jaisha,Athletics Competitor,5/23/1983,India
Padma Gole,Writer,1/1/1913,India
Pallavi,Actor,6/8/1965,India
Pallavi Aiyar,Writer,,India
Pallavi Purohit,Actor,,India
Palak Muchhal,Singer,3/30/1994,India
Parignya Pandya,Actor,6/22/1984,India
Parvathi Krishnan,Politician,3/15/1919,India
Paramjit Kaur Gulshan,Politician,1/4/1949,India
Parvati Khan,Singer,,India
Pinki Virani,Author,1/30/1959,India
Pinky Parikh,Actor,,India
Pooja Chitgopekar,Model,1/1/1985,India
Poornima,Actor,9/23/1968,India
Poonam Jhawer,Actor,8/14/1969,India
Prem Maya Sonir,Field Hockey Player,7/14/1961,India
Pravrajika Bhaktiprana,Academic,1920-10-00,India
Pragathi Guruprasad,Singer,9/14/1997,India
Pratima Singh,Basketball Player,2/6/1990,India
Pratibha Singh,Politician,6/16/1956,India
Priya Bathija,Actor,10/30/1985,India
Priyadarshini,Actor,6/4/1978,India
Purnima Devi,Activist,1884-05-13,India
Priya Dutt,Politician,8/28/1966,India
Sona Mohapatra,Composer,6/17/1978,India
R. Bindu,Politician,,India
Rachel Chatterjee,Civil Servant,12/29/1950,India
Radhika Pandit,Actor,3/7/1984,India
Raavu Balasaraswathi,Actor,8/29/1929,India
Radha Thomas,Singer,6/20/1986,India
Rajee Narayan,Dancer,1/1/1931,India
Rajshree Ojha,Film Director,1/1/1976,India
Rajwinder Kaur,Field Hockey Player,8/26/1984,India
Rama Vij,Actor,9/5/1951,India
Rama Prabha,Actor,5/5/1947,India
Ranjini,Actor,1/1/1970,India
Mariam Vattalil,Nun,1/29/1954,India
Rashida Bee,Politician,1956-00-00,India
Renuka Ray,Politician,1/1/1904,India
Rati Pandey,Actor,9/11/1982,India
Regina Cassandra,Actor,12/13/1990,India
Revathy Krishna,Musician,,India
Rita Dey,Cricketer,,India
Rita Patel,Cricketer,,India
Rita Banerji,Author,,India
Ritu Beri,Fashion Designer,5/3/1972,India
Ruma Pal,Judge,6/3/1941,India
Rubab Sayda,Politician,6/15/1950,India
Rimpa Siva,Drummer,1/1/1986,India
Rhea Pillai,Model,1965-00-00,India
Rhea Chakraborty,Actor,7/1/1992,India
Rucha Gujarati,Actor,1/24/1986,India
Roma Asrani,Actor,8/25/1984,India
Ruprekha Banerjee,Singer,1984-00-00,India
Ruthika,Actor,,India
S. D. Subbulakshmi,Actor,,India
S. Gokula Indira,Politician,,India
Rupali Ganguly,Actor,4/14/1977,India
Rupa Bajwa,Writer,1/1/1979,India
Sabitri Mitra,Politician,1960-00-00,India
Sagarika Ghatge,Actor,1/8/1986,India
Sangeeta,Actor,,India
Sanjukta Ghosh,Singer,,India
Sana Amin Sheikh,Actor,1989-08-00,India
Sarika Singh,Politician,8/9/1980,India
Sarika Singh,Painter,,India
Sarita Joshi,Actor,10/17/1941,India
Sargun Mehta,Model,9/6/1988,India
Sarah Joseph,Writer,2/10/1946,India
Sara Khan,Model,8/6/1989,India
Savita Gupta,Politician,,India
Sehba Hussain,Social Worker,,India
Shabnam Mausi,Politician,1955-00-00,India
Shaheen Khan,Actor,,India
Sayantani Ghosh,Actor,9/6/1985,India
Seetha Doraiswamy,Musician,1/27/1926,India
Seema Deo,Actor,,India
Shamika Bhide,Actor,2/15/1994,India
Shama Zaidi,Screenwriter,9/25/1938,India
Shamitha Malnad,Singer,,India
Sharmeila Mandre,Actor,10/28/1989,India
Shipra Khanna,Chef,11/17/1981,India
Shobha Fadnavis,Politician,,India
Shruthi Raj,Actor,2/25/1974,India
Shubhada Gogate,Writer,9/2/1943,India
Shaurya Chauhan,Television Presenter,8/7/1983,India
Sheela Kaur,Actor,8/2/1989,India
Shefali Alvares,Singer,12/17/1983,India
Shilpa Shukla,Actor,2/22/1982,India
Shreela Ghosh,Actor,9/25/1962,India
Shweta Prasad,Actor,10/10/1991,India
Smita Saravade,Actor,5/12/1976,India
Smitha Harikrishna,Cricketer,11/6/1973,India
Sohini Sengupta,Actor,,India
Soniya Dabir,Cricketer,7/17/1980,India
Sonika Kaliraman,Amateur Wrestler,6/11/1983,India
Smriti Irani,Politician,3/23/1972,India
Sreerupa Bose,Cricketer,1951-00-00,India
Sreelekha Mukherji,Actor,,India
Sridevi Vijaykumar,Actor,10/29/1986,India
Sonu Walia,Actor,2/19/1964,India
Sourabhee Debbarma,Singer,10/18/1985,India
Sudha Rani,Actor,8/5/1974,India
Sujata Sridhar,Cricketer,12/25/1961,India
Suma Kanakala,News Presenter,3/22/1975,India
Sugathakumari,Writer,1/3/1934,British India
Sumitra Mahajan,Politician,4/12/1943,India
Sunita Godara,Marathon Runner,1901-00-00,India
Suparna Anand,Actor,1/1/1969,India
Sushila Saroj,Politician,4/1/1951,India
Sushila Kerketta,Politician,4/27/1939,India
Swarn Noora,Singer,,India
Swati Kaushal,Novelist,,India
Swati Piramal,Physician,3/28/1956,India
T. S. Kanaka,Scientist,3/31/1932,India
Tanu Roy,Actor,12/26/1990,India
Tanusree Shankar,Dancer,3/16/1956,India
Tanaaz Irani,Actor,4/8/1972,India
Tenneti Hemalata,Author,11/15/1935,India
Tejashwini Sreeramesh,Politician,11/11/1966,India
Tanya Abrol,Actor,1/8/1986,India
Tejaswini Kolhapure,Actor,8/22/1980,India
Tara Sharma Saluja,Actor,1/11/1977,India
Tavleen Singh,Author,1/1/1950,India
Thesni Khan,Actor,4/5/1970,India
Udhayathara,Actor,3/16/1988,India
Ulka Gupta,Actor,4/12/1997,India
Usha Verma,Politician,5/5/1963,India
Urmila Pawar,Historian,1945-00-00,India
Vaishali Bankar,Politician,,India
Vandana Rao,Athletics Competitor,4/21/1963,India
Vandana Jain,Ophthalmologist,,India
Vaidehi,Author,2/12/1945,India
Vani Tripathi,Politician,7/4/1979,India
Veronica Mehta,Singer,1/1/1901,India
Vibha Parthasarathy,Academic,9/13/1940,India
Vibha Tripathi,Anthropologist,1/1/1948,India
Vidyaben Shah,Social Worker,11/7/1922,India
Vidya Subramanian,Teacher,,India
Vijaya Lakshmi Emani,Advocate,5/14/1957,India
Vijayasree,Actor,1/8/1953,India
Vilayil Fazeela,Singer,,India
Vijila Sathyanand,Politician,,India
Vimala Thakar,Writer,4/15/1921,India
Vijaya Mulay,Author,5/16/1921,British India
Vinitha,Singer,2000-00-00,India
Vinjamuri Seetha Devi,Musicologist,1/1/1924,India
Visalakshi Nityanand,Singer,,India
Vishaka Hari,Singer,1950-00-00,India
Yumnam Chanu,Weightlifter,10/2/1986,India
Yashodhara Raje Scindia,Politician,6/19/1954,India
Yami Gautam,Actor,11/28/1988,India
Atom Sandhyarani Devi,Weightlifter,4/5/1980,India
Kanika Banerjee,Singer,10/12/1924,British India
Vadivukkarasi,Actor,6/6/1955,India
Nora Polley,Tennis Player,1894-07-29,India
Indrani Mukherjee,Actor,1/1/1945,India
Asha Sharma,Actor,,India
Anamika,Poet,8/17/1961,India
Hema Upadhyay,Painter,5/18/1972,India
Sarojini Varadappan,Social Worker,11/21/1921,India
Perizaad Zorabian,Actor,10/23/1973,India
Nilima Jogalekar,Cricketer,7/1/1961,India
అపూర్వ,Actor,1/1/1974,India
Nilambur Ayisha,Actor,,India
Lakshmi Madhavi,Artist,,India
Surekha,Actor,,India
P.S. Jalaja,Artist,,India
Sarah Thomas,Novelist,9/15/1934,India
Jalaja,Actor,8/16/1961,India
Chavara Parukutty,Dancer,2/12/1943,India
Vijayalakshmi,Poet,8/2/1960,India
Sindhu Joy,Columnist,,India
Nazneen Patel,Actor,1/1/1985,India
Jyotsna Keshav Bhole,Actor,5/11/1914,India
Aarti Gupta,Model,11/10/1997,India
Chennupati Vidya,Politician,6/5/1934,India
Nirosha,Actor,1/23/1971,India
Kanakalatha,Actor,8/24/1960,India
Deepali Pant Joshi,Banker,12/12/1957,India
Parkash Kaur,Singer,9/19/1919,India
Aishwarya Arjun,Actor,1990-02-00,India
B. Vijayalakshmi,Physicist,1952-00-00,India
Vidyullekha Raman,Actor,11/4/1991,India
Sulajja Firodia Motwani,Businessperson,8/26/1970,India
Anjana Sowmya,Playback Singer,9/29/1985,India
Tejal Shah,Textile Artist,1/1/1979,India
Tanya Dubash,Entrepreneur,9/14/1968,India
Aparna Gopinath,Actor,12/4/1983,India
Nayyara Noor,Singer,11/3/1950,India
Meena,Actor,4/23/1941,India
Kalpana Morparia,Banker,1/1/1949,India
Mary Leela Rao,Athletics Competitor,1940-00-00,India
Katyayani Vidmahe,Teacher,11/3/1955,India
Dinesh Nandini Dalmia,Poet,2/16/1928,India
K. Venkatalakshmma,Dancer,5/29/1906,India
Pushpa Panda,Actor,,India
Geeta Pattnaik,Singer,12/10/1954,India
Basanta Kumari Patnaik,Writer,12/15/1923,India
Kondapalli Koteswaramma,Novelist,1920-00-00,India
Ira Mohanty,Singer,,India
Manimala,Actor,6/19/1931,India
Sriyanka Sarangi,Sport Shooter,1/10/1995,India
Madhuri Mehta,Cricketer,11/1/1991,India
Jyoti Khandelwal,Politician,,India
Malti Devi,Politician,8/5/1968,India
Tara Sabharwal,Painter,1/1/1957,India
Sharmila Biswas,Choreographer,1/1/1942,India
Mitali Mukerji,Biologist,1/1/1967,India
Suryakantam,Actor,10/28/1924,India
Santosh Ahlawat,Politician,1/1/1965,India
Rama Devi,Politician,1889-01-01,India
Premlila Vithaldas Thackersey,Academic,1894-01-01,India
Dayawati Modi,Philanthropist,1/1/1915,India
Rummana Hussain,Painter,1/1/1952,India
Labanya Dutta Goswami,Writer,10/26/1952,India
Kamini Kadam,Actor,1/1/1933,India
Flavia Agnes,Lawyer,1947-00-00,India
Bhagwati Devi,Politician,11/6/1936,India
Salma Sultan,Journalist,3/16/1944,India
തൊടുപുഴ പി.കെ. രാധാദേവി,Actor,,India
Kamla Bhasin,Poet,4/24/1946,India
D. Sreedevi,Academic,4/28/1939,India
Amulya,Actor,9/14/1993,India
Shagufta Ali,Actor,4/7/1967,India
Anupama Chandrasekhar,Journalist,1901-00-00,India
Bharati Vaishampayan,Singer,1/1/1954,India
Alisha Abdullah,Racing Driver,7/24/1989,India
Arundhati,Actor,3/3/1991,India
Scharada Dubey,Writer,2/14/1961,India
Sunila Devi,Politician,5/1/1963,India
Renu Kumari,Politician,8/29/1962,India
Manasi Pradhan,Writer,10/4/1962,India
Kasturi Pattanaik,Choreographer,10/31/1966,India
Swapna Waghmare Joshi,Film Director,7/16/1966,India
Tashu Kaushik,Actor,,India
Preetika Chawla,Actor,,India
Shanvi Srivastava,Actor,12/8/1992,India
Samata Das,Actor,6/7/1977,India
Dimple Chopade,Actor,1/1/1985,India
Farheen,Actor,1/1/1973,India
Ridhima Ghosh,Actor,1/18/1990,India
Payal Ghosh,Actor,11/13/1989,India
Jaya Bhattacharya,Actor,9/19/1972,India
Mrudula Murali,Actor,6/8/1990,India
Raadhu,Actor,1965-02-29,India
Ena Saha,Actor,3/14/1992,India
Shubha,Actor,,India
Shubhi Sharma,Actor,3/27/1986,India
Neetu Singh,Actor,11/25/1990,India
Manasi Sinha,Actor,,India
Swasika,Actor,11/5/1990,India
Sriranjini,Actor,6/1/1971,India
Aishwarya Menon,Actor,5/8/1991,India
Rani Chatterjee,Actor,11/3/1984,India
Gayatri Reddy,Journalist,9/21/1986,India
Yuvarani,Actor,11/30/1974,India
Deepa Fernandes,Journalist,1901-00-00,India
I Radhika Master,Choreographer,7/2/1976,India
Poonam Joshi,Actor,10/23/1980,India
Sangeeta Pendurkar,,,India
Nidhi Yasha,Fashion Designer,4/26/1983,India
Ishita Vyas,Actor,3/18/1992,India
Nikita Sharma,Actor,8/28/1990,India
Pooja Banerjee,Actor,11/8/1991,India
Priyanka Chhabra,Actor,7/30/1991,India
Roshni Walia,Actor,9/20/2001,India
Barsha Rani Bishaya,Actor,9/20/1982,India
Anandhi,Actor,7/20/1994,India
Pratiksha Santosh Shinde,Athlete,5/2/1994,India
Sandhya D. Deshpande,Botanist,1953-00-00,India
Punyalata Chakrabarty,Writer,1890-09-10,British India
Shafaq Naaz,Actor,2/7/1992,India
Heka Maya Sari,Amateur Wrestler,,India
Sulis Yuliani,Amateur Wrestler,7/27/1985,India
Kalpana Patowary,Singer,10/27/1978,India
Puja Gupta,Actor,5/26/1982,India
Vandana Joshi,Actor,,India
Akanksha Juneja,Actor,1990-03-00,India
Anitha Karthikeyan,Singer,,India
Bharti Kumar,Actor,1/26/1987,India
Maathu,Actor,,India
Parakh Madan,Actor,,India
Kashish Singh,Actor,11/20/1988,India
Shilpi Marwaha,Actor,1/1/1988,India
Chhavi Mittal,Actor,9/4/1984,India
Falaq Naaz,Actor,1/26/1993,India
